iid,gender,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
297,0,21.0,Education- Literacy Specialist,9.0,2.0,9.0,8.0,2.0,2.0,1.0,Literacy Organization head/ Director of Development for non-profit,2.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,25.0,25.0,15.0,15.0,10.0,10.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,8.0,9.0,9.0
298,0,22.0,English,6.0,2.0,7.0,1.0,2.0,6.0,2.0,English Teacher,2.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,30.0,20.0,10.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0
299,0,24.0,Social Work,11.0,4.0,1.0,1.0,2.0,6.0,2.0,Program development / policy work,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,10.0,40.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,6.0,9.0,8.0,9.0,9.0
300,0,35.0,Anthropology/Education,3.0,2.0,1.0,1.0,2.0,6.0,2.0,Researcher,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,9.0,10.0
301,0,34.0,bilingual education,9.0,2.0,3.0,8.0,2.0,4.0,1.0,professor of education,2.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,9.0,9.0,9.0,8.0,8.0
302,0,21.0,speech pathology,3.0,2.0,8.0,7.0,2.0,3.0,1.0,speech pathologist,12.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,50.0,5.0,20.0,10.0,5.0,10.0,70.0,5.0,5.0,15.0,0.0,5.0,8.0,8.0,8.0,8.0,10.0
303,0,33.0,Education,9.0,2.0,2.0,1.0,4.0,5.0,1.0,Educator,2.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,20.0,25.0,25.0,10.0,15.0,5.0,40.0,10.0,15.0,25.0,5.0,5.0,8.0,10.0,8.0,9.0,6.0
304,0,28.0,Speech Pathology,3.0,2.0,1.0,10.0,1.0,7.0,2.0,Speech Pathologist,12.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,5.0,20.0,25.0,25.0,15.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,6.0,10.0,8.0,10.0,8.0
305,0,29.0,math education,9.0,4.0,6.0,9.0,1.0,4.0,1.0,teaching/education,2.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,10.0,47.0,16.0,12.0,3.0,12.0,35.0,15.0,8.0,20.0,2.0,20.0,7.0,9.0,9.0,8.0,5.0
306,0,22.0,TESOL,9.0,4.0,6.0,2.0,1.0,6.0,3.0,professor in college,2.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,16.0,20.0,19.0,16.0,18.0,11.0,22.0,13.0,18.0,18.0,16.0,13.0,6.0,9.0,8.0,8.0,8.0
307,0,27.0,Elementary Education,9.0,4.0,1.0,3.0,5.0,7.0,2.0,Teacher,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,5.0,8.0,8.0,7.0,8.0
308,1,27.0,Cognitive Studies in Education,9.0,4.0,7.0,3.0,1.0,7.0,2.0,Academia; Research; Teaching,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,10.0,8.0,8.0,7.0
309,1,32.0,education,9.0,2.0,5.0,9.0,3.0,3.0,2.0,curriculum developer,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,25.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0
310,1,25.0,Computer Science,5.0,2.0,7.0,8.0,1.0,3.0,1.0,?,10.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,24.0,15.0,20.0,20.0,8.0,13.0,21.0,17.0,16.0,15.0,13.0,18.0,7.0,6.0,7.0,8.0,4.0
311,1,29.0,Finance/Economics,8.0,4.0,1.0,1.0,2.0,6.0,1.0,Entrepreneur,7.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,50.0,20.0,10.0,10.0,5.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,9.0,9.0,10.0,3.0
312,1,23.0,Museum Anthropology,15.0,2.0,3.0,1.0,2.0,4.0,2.0,Museum Work (Curation?),6.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,25.0,5.0,30.0,15.0,5.0,20.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,7.0,9.0,7.0,9.0
313,1,27.0,Business,8.0,2.0,2.0,3.0,1.0,4.0,1.0,Music Industry,6.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,19.0,13.0,18.0,18.0,10.0,22.0,20.0,15.0,15.0,15.0,25.0,10.0,7.0,8.0,8.0,8.0,6.0
314,1,32.0,Political Science,13.0,6.0,3.0,1.0,2.0,6.0,2.0,academic or consulting,2.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,15.0,25.0,10.0,20.0,15.0,15.0,8.0,8.0,9.0,8.0,7.0
315,1,27.0,Environmental Engineering,5.0,2.0,1.0,4.0,3.0,5.0,3.0,Academia or UN,2.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.67,19.05,42.86,9.52,14.29,7.62,20.0,15.0,20.0,15.0,20.0,10.0,6.0,10.0,8.0,6.0,7.0
316,1,25.0,Business,8.0,2.0,3.0,3.0,2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,25.0,20.0,15.0,25.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,8.0,7.0,9.0
317,1,30.0,MBA,8.0,2.0,1.0,1.0,1.0,4.0,1.0,International Development banker,7.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,50.0,0.0,20.0,20.0,0.0,10.0,20.0,0.0,30.0,30.0,0.0,20.0,7.0,3.0,8.0,8.0,5.0
318,1,29.0,Business Administration,8.0,6.0,1.0,1.0,2.0,6.0,1.0,"Corporate Finance, Asset Management/ Hedge Funds",7.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,20.0,20.0,10.0,25.0,15.0,10.0,6.0,10.0,10.0,6.0,10.0
319,1,26.0,Curriculum and Teaching/Giftedness,9.0,2.0,2.0,4.0,6.0,7.0,2.0,I am a teacher.,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,35.0,5.0,5.0,15.0,30.0,10.0,5.0,10.0,9.0,6.0,3.0
320,1,36.0,History,7.0,2.0,6.0,8.0,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,16.0,20.0,10.0,10.0,10.0,20.0,10.0,8.0,8.0,9.0,9.0,7.0
321,1,29.0,Business,8.0,2.0,3.0,3.0,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,30.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0
322,0,34.0,Anthropology,3.0,4.0,2.0,1.0,2.0,2.0,2.0,to get Ph.D and be a professor,2.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,2.0,60.0,15.0,8.0,5.0,10.0,40.0,30.0,10.0,10.0,0.0,10.0,5.0,9.0,7.0,8.0,7.0
323,0,25.0,Instructional Tech & Media,5.0,4.0,1.0,1.0,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,6.0,3.0
324,0,23.0,School Psychology,3.0,2.0,8.0,3.0,1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,5.0,60.0,5.0,5.0,15.0,5.0,10.0,9.0,9.0,9.0,9.0,8.0
325,0,30.0,School Psychology,3.0,3.0,2.0,4.0,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0
326,0,36.0,Instructional Media and Technology,9.0,1.0,5.0,5.0,2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,15.0,25.0,15.0,10.0,25.0,10.0,15.0,8.0,9.0,9.0,6.0,8.0
327,0,29.0,SIPA / MIA,13.0,2.0,2.0,7.0,2.0,6.0,3.0,Consulting,7.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,15.0,10.0,20.0,20.0,20.0,15.0,50.0,10.0,10.0,10.0,0.0,20.0,7.0,7.0,8.0,9.0,10.0
328,0,30.0,English Education,9.0,2.0,1.0,1.0,2.0,3.0,1.0,Teacher,2.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,22.0,12.0,30.0,25.0,10.0,1.0,10.0,10.0,20.0,40.0,10.0,10.0,7.0,10.0,10.0,8.0,10.0
329,0,29.0,art education,9.0,2.0,1.0,1.0,6.0,6.0,2.0,teacher,2.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,15.0,22.0,22.0,16.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,9.0,8.0,5.0,8.0
330,0,22.0,MA in Quantitative Methods,5.0,4.0,3.0,3.0,1.0,7.0,3.0,not sure yet :),10.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,15.0,25.0,15.0,20.0,10.0,15.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,10.0,7.0,9.0,9.0
331,0,34.0,Early Childhood Education,9.0,2.0,1.0,1.0,1.0,6.0,3.0,Early Childhood Ed. - College/univ. faculity,2.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,15.0,15.0,10.0,25.0,10.0,25.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,7.0,9.0,4.0
332,1,30.0,anthropology,3.0,4.0,1.0,1.0,3.0,7.0,4.0,medical examiner or researcher,2.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,60.0,10.0,10.0,10.0,5.0,5.0,50.0,5.0,5.0,30.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0
333,1,23.0,MBA,8.0,2.0,5.0,3.0,1.0,3.0,1.0,Investment Banking,7.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,50.0,5.0,15.0,20.0,10.0,0.0,20.0,15.0,10.0,20.0,20.0,15.0,7.0,4.0,9.0,7.0,9.0
334,1,29.0,MBA,8.0,4.0,1.0,1.0,1.0,5.0,3.0,Healthcare,4.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,8.0,9.0
335,1,24.0,Psychology,3.0,2.0,1.0,8.0,1.0,3.0,3.0,research,2.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,20.0,10.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,7.0,8.0,9.0,8.0
336,1,25.0,Architecture,17.0,3.0,1.0,5.0,1.0,5.0,2.0,Architecture and design,17.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,20.0,15.0,30.0,10.0,15.0,10.0,30.0,15.0,20.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0
337,1,28.0,Urban Planning,5.0,2.0,1.0,1.0,1.0,5.0,3.0,Civil Engineer,5.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,6.0,6.0,6.0,6.0,6.0
338,1,27.0,Urban Planning,5.0,6.0,1.0,1.0,1.0,4.0,2.0,Real Estate Consulting,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0
341,0,23.0,Political Science,13.0,4.0,3.0,10.0,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,7.0,9.0,9.0
342,0,33.0,Ed.D. in higher education policy at TC,9.0,3.0,2.0,1.0,1.0,6.0,3.0,University President,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,40.0,15.0,25.0,5.0,15.0,0.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0
343,0,32.0,Epidemiology,10.0,2.0,5.0,6.0,3.0,2.0,1.0,Epidemiologist,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,10.0,6.0,7.0
344,0,26.0,International Security Policy - SIPA,13.0,3.0,1.0,3.0,3.0,4.0,3.0,Security Policy - Homeland Defense,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0
345,0,24.0,Nutrition,10.0,2.0,7.0,6.0,2.0,7.0,4.0,Nutritionist,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,10.0,20.0,27.0,23.0,15.0,5.0,35.0,10.0,10.0,25.0,10.0,10.0,7.0,9.0,9.0,7.0,7.0
347,0,26.0,EDUCATION,9.0,1.0,1.0,1.0,5.0,6.0,1.0,GOVERNOR,13.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,30.0,5.0,10.0,20.0,30.0,5.0,30.0,5.0,10.0,20.0,30.0,5.0,8.0,6.0,10.0,10.0,10.0
348,0,21.0,EDUCATION,9.0,4.0,3.0,3.0,2.0,6.0,1.0,EDUCATION ADMINISTRATION,2.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,15.0,25.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0
349,0,33.0,Organizational Psychology,3.0,2.0,1.0,7.0,1.0,4.0,2.0,Director of Training and Development,7.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0,50.0,5.0,20.0,30.0,5.0,0.0,7.0,8.0,9.0,8.0,7.0
350,0,31.0,Applied Physiology & Nutrition,10.0,2.0,9.0,5.0,2.0,7.0,3.0,Private practice Dietician,4.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,12.0,25.0,25.0,8.0,15.0,15.0,30.0,5.0,10.0,25.0,5.0,25.0,7.0,10.0,8.0,6.0,8.0
351,0,35.0,music education,9.0,4.0,1.0,3.0,2.0,5.0,4.0,"music educator, performer",2.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,15.0,15.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,10.0,8.0,7.0,9.0
352,0,29.0,Music Education,9.0,6.0,6.0,6.0,2.0,4.0,3.0,Artist,6.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,15.0,10.0,15.0,20.0,9.0,10.0,9.0,9.0,8.0
353,0,25.0,music education,9.0,4.0,7.0,7.0,1.0,2.0,1.0,teacher,2.0,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,15.0,10.0,25.0,25.0,10.0,15.0,18.0,18.0,19.0,19.0,18.0,18.0,6.0,6.0,6.0,6.0,6.0
354,0,22.0,Clinical Psychology,3.0,2.0,9.0,8.0,1.0,6.0,1.0,Clinical Psychology,3.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,20.0,10.0,20.0,20.0,20.0,10.0,40.0,5.0,10.0,25.0,15.0,15.0,7.0,7.0,8.0,10.0,8.0
355,0,24.0,Clinical Psychology,3.0,2.0,10.0,2.0,1.0,4.0,3.0,Clinical Psychologist,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,50.0,20.0,10.0,5.0,10.0,5.0,60.0,10.0,5.0,20.0,5.0,0.0,6.0,10.0,8.0,8.0,8.0
356,0,27.0,Counseling Psychology,3.0,2.0,2.0,4.0,1.0,7.0,2.0,Psychologist,3.0,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,15.0,25.0,20.0,20.0,0.0,20.0,50.0,0.0,20.0,25.0,0.0,5.0,7.0,10.0,9.0,8.0,6.0
357,0,27.0,education,9.0,4.0,10.0,10.0,1.0,4.0,2.0,education,2.0,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,15.0,20.0,20.0,20.0,20.0,5.0,60.0,0.0,5.0,20.0,0.0,15.0,6.0,10.0,7.0,7.0,6.0
358,0,26.0,MBA,8.0,4.0,1.0,1.0,1.0,5.0,3.0,Marketing or Strategy and Business Development,7.0,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,20.0,10.0,25.0,25.0,10.0,10.0,40.0,5.0,10.0,10.0,5.0,30.0,8.0,7.0,8.0,8.0,7.0
359,0,26.0,Communications in Education,6.0,2.0,1.0,5.0,2.0,6.0,3.0,"reorganizing society. no, I am not being flip.",9.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,9.0,17.0,23.0,15.0,14.0,22.0,25.0,7.0,8.0,25.0,10.0,25.0,7.0,10.0,9.0,2.0,8.0
360,0,24.0,psychology,3.0,6.0,8.0,4.0,2.0,6.0,2.0,Clinical Psychologist,3.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,10.0,8.0,8.0,8.0
361,1,34.0,Intellectual Property Law,1.0,2.0,5.0,5.0,2.0,6.0,6.0,Intellectual Property Attorney,1.0,3.0,1.0,3.0,5.0,9.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,7.0,3.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,30.0,10.0,20.0,5.0,30.0,5.0,7.0,7.0,7.0,5.0,9.0
362,1,30.0,Law,1.0,2.0,1.0,1.0,1.0,4.0,3.0,Law,1.0,8.0,2.0,1.0,9.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,2.0,20.51,14.53,24.79,17.09,5.98,17.09,33.0,17.0,16.0,33.0,0.0,1.0,7.0,7.0,8.0,9.0,8.0
363,1,23.0,engineering,5.0,4.0,1.0,1.0,3.0,6.0,2.0,investment banking,7.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,25.0,20.0,20.0,20.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,3.0
364,1,27.0,MBA Finance,8.0,3.0,6.0,2.0,3.0,4.0,2.0,Consulting,7.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,25.0,25.0,25.0,15.0,10.0,0.0,25.0,10.0,25.0,20.0,15.0,5.0,8.0,8.0,9.0,8.0,9.0
365,1,30.0,MBA,8.0,2.0,1.0,1.0,1.0,2.0,1.0,Make money,10.0,7.0,3.0,3.0,9.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,10.0,5.0,5.0,31.58,10.53,15.79,21.05,10.53,10.53,20.0,20.0,20.0,15.0,15.0,10.0,8.0,2.0,9.0,9.0,9.0
366,1,27.0,Business,8.0,2.0,4.0,6.0,1.0,4.0,1.0,Art Management,6.0,6.0,6.0,4.0,8.0,9.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,10.0,8.0,6.0,14.0,18.0,17.0,16.0,15.0,20.0,13.0,20.0,14.0,20.0,13.0,20.0,6.0,8.0,8.0,9.0,10.0
367,1,27.0,International Affairs,13.0,2.0,6.0,3.0,3.0,4.0,1.0,Political Development in Africa,13.0,6.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,8.0,7.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,20.0,25.0,25.0,10.0,15.0,5.0,7.0,7.0,7.0,8.0,5.0
368,1,24.0,Intrernational Affairs,13.0,6.0,1.0,1.0,1.0,4.0,2.0,Journalist,6.0,4.0,6.0,4.0,8.0,9.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,4.0,20.0,10.0,25.0,20.0,10.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,8.0,8.0,8.0,7.0
369,1,25.0,Clinical Psychology,3.0,2.0,1.0,8.0,2.0,5.0,3.0,"clinical psychologist, researcher, professor",3.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,17.0,18.0,28.0,27.0,5.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0,6.0,9.0,10.0,9.0,7.0
370,1,28.0,MBA,8.0,2.0,7.0,4.0,3.0,4.0,1.0,Consulting,7.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0,8.0,6.0,9.0,9.0,9.0
371,1,27.0,MBA,8.0,2.0,3.0,1.0,5.0,7.0,1.0,Intl Development,9.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,40.0,0.0,10.0,50.0,0.0,0.0,15.0,15.0,15.0,15.0,20.0,20.0,10.0,8.0,10.0,10.0,10.0
